,Date,Contest_number,Word,Number_of_reported_results,Number_in_hard_mode,1_try,2_tries,3_tries,4_tries,5_tries,6_tries,7_or_more_tries(X),sum,ratie_hard_normal,average_of_tries,Count
251,2022-09-15,453,doubt,33344,3011,1,12,32,34,16,4,0,99,0.09030110364683301,3.6464646464646466,20311261
252,2022-09-16,454,parer,37309,4130,0,0,4,11,15,22,48,100,0.1106971508215176,5.99,38034
253,2022-09-17,455,chute,33418,3073,0,11,37,36,12,3,0,99,0.09195643066610809,3.585858585858586,834005
254,2022-09-18,456,stick,33102,3038,1,9,36,35,14,4,0,99,0.09177693190743762,3.6464646464646466,22399126
255,2022-09-19,457,trice,35050,3430,0,5,24,25,18,17,11,100,0.0978601997146933,4.51,354532
256,2022-09-20,458,alike,31277,2843,0,6,20,33,27,12,2,100,0.09089746459059372,4.25,6220739
257,2022-09-21,459,recap,31976,2900,0,5,30,35,21,8,1,100,0.09069301976482362,4.0,2861982
258,2022-09-22,460,saint,34455,3119,1,14,35,29,15,5,1,100,0.09052387171673197,3.62,38929141
259,2022-09-23,461,glory,31509,2893,0,6,30,39,19,5,0,99,0.09181503697356311,3.8686868686868685,13158826
260,2022-09-24,462,grate,32777,3077,1,14,29,28,16,8,3,99,0.0938768038563627,3.808080808080808,672155
261,2022-09-25,463,admit,28994,2677,0,10,25,34,22,8,1,100,0.09232944747189073,3.96,8780656
262,2022-09-26,464,brisk,31706,2884,0,5,23,38,24,7,1,98,0.09096070144452154,4.081632653061225,774000
263,2022-09-27,465,soggy,30985,2888,0,2,18,38,28,11,2,99,0.09320639018880103,4.343434343434343,331525
264,2022-09-28,466,usurp,31355,3007,0,3,21,38,26,9,1,98,0.09590177005262318,4.204081632653061,171456
265,2022-09-29,467,scald,30477,2829,0,4,23,36,24,11,2,100,0.09282409685992715,4.21,101839
266,2022-09-30,468,scorn,31223,2859,0,8,31,35,20,6,1,101,0.09156711398648432,3.881188118811881,622924
267,2022-10-01,469,leave,28202,2696,0,4,16,34,31,12,1,98,0.09559605701723282,4.346938775510204,70957750
268,2022-10-02,470,twine,30088,2775,0,6,28,40,20,5,1,100,0.09222946024993353,3.93,415457
269,2022-10-03,471,sting,32288,2969,1,10,30,33,18,8,2,102,0.09195366699702676,3.872549019607843,2773263
270,2022-10-04,472,bough,32014,3060,0,3,17,35,28,13,3,99,0.0955831823577185,4.404040404040404,520067
271,2022-10-05,473,marxh,30935,2885,0,9,30,35,19,6,1,100,0.09326006141910458,3.86,19094
272,2022-10-06,474,sloth,32522,2987,1,10,38,34,13,3,0,99,0.09184551995572228,3.5757575757575757,519428
273,2022-10-07,475,dandy,29026,2840,0,2,11,23,29,24,11,100,0.09784331289189004,4.95,1098188
274,2022-10-08,476,vigor,26905,2642,0,2,15,35,31,14,2,99,0.09819736108530012,4.4646464646464645,977544
275,2022-10-09,477,howdy,28408,2668,0,2,13,32,32,17,4,100,0.09391720642072655,4.61,726642
276,2022-10-10,478,enjoy,26878,2654,0,3,12,29,33,20,3,100,0.09874246595728849,4.64,50141455
277,2022-10-11,479,valid,28575,2752,0,4,28,38,21,8,1,100,0.0963079615048119,4.04,57094711
278,2022-10-12,480,ionic,29151,2947,0,2,13,25,28,21,11,100,0.10109430208226133,4.86,1808092
279,2022-10-13,481,equal,27197,2677,0,5,23,35,25,11,2,101,0.0984299738941795,4.198019801980198,34832354
280,2022-10-14,482,floor,28906,2752,0,3,23,44,24,6,0,100,0.0952051477201965,4.07,53759851
281,2022-10-15,483,catch,30403,3123,0,7,18,20,15,16,23,99,0.10272012630332533,4.848484848484849,20400979
282,2022-10-16,484,spade,30459,2854,1,8,29,36,19,6,1,100,0.0936997275025444,3.86,1567565
283,2022-10-17,485,stein,31269,2965,1,12,34,32,16,5,1,101,0.09482234801240845,3.6831683168316833,3893544
284,2022-10-18,486,exist,28612,2805,0,5,24,38,23,8,1,99,0.0980357891793653,4.08080808080808,25349128
285,2022-10-19,487,quirk,28322,2794,0,3,23,39,24,9,2,100,0.09865122519596074,4.19,444069
286,2022-10-20,488,denim,28741,2769,0,5,29,40,20,5,0,99,0.09634320308966285,3.909090909090909,4737554
287,2022-10-21,489,grove,28637,2794,0,4,18,30,28,17,3,100,0.09756608583301324,4.45,15189493
288,2022-10-22,490,spiel,29084,2810,0,7,32,36,19,6,1,101,0.09661669646541053,3.881188118811881,811922
289,2022-10-23,491,mummy,29279,3021,0,1,4,14,27,37,18,101,0.10317975340687865,5.475247524752476,1878933
290,2022-10-24,492,fault,28947,2768,0,7,27,35,22,8,1,100,0.09562303520226621,4.0,13112664
291,2022-10-25,493,foggy,28953,2817,0,2,13,35,32,15,3,100,0.09729561703450419,4.54,704386
292,2022-10-26,494,flout,30063,2904,0,6,28,37,21,7,1,100,0.09659714599341383,3.98,72396
293,2022-10-27,495,carry,27609,2615,0,4,22,35,24,12,3,100,0.09471549132529247,4.27,33056477
294,2022-10-28,496,sneak,27905,2636,0,7,28,36,21,7,1,100,0.094463357821179,3.96,2280877
295,2022-10-29,497,libel,25156,2536,0,3,15,32,32,16,2,100,0.10081093973604707,4.49,866830
296,2022-10-30,498,waltz,24672,2496,0,2,11,29,35,19,3,99,0.10116731517509728,4.6767676767676765,1723021
297,2022-10-31,499,aptly,26498,2572,0,3,26,41,23,7,1,101,0.09706392935315873,4.079207920792079,598371
298,2022-11-01,500,piney,27502,3667,0,1,14,37,33,14,2,101,0.13333575739946185,4.5049504950495045,394672
299,2022-11-02,501,inept,27670,2640,0,6,30,39,20,6,1,102,0.09541019154318757,3.9313725490196076,458533
300,2022-11-03,502,aloud,29554,2819,1,18,31,30,15,4,1,100,0.09538471949651485,3.56,3743858
301,2022-11-04,503,photo,27330,2565,0,5,34,43,15,3,0,100,0.0938529088913282,3.77,227125249
302,2022-11-05,504,dream,29743,2751,5,14,31,29,15,4,1,99,0.09249235114144505,3.515151515151515,33518573
303,2022-11-06,505,stale,31068,3013,2,19,30,27,15,6,2,101,0.09698081627397966,3.594059405940594,1065657
304,2022-11-07,506,begin,26096,2439,0,6,26,36,23,7,1,99,0.09346259963212752,4.02020202020202,45434902
305,2022-11-08,507,spell,27213,2531,0,4,24,37,24,9,1,99,0.09300701870429574,4.1313131313131315,8506049
306,2022-11-09,508,rainy,28984,2678,1,16,38,31,11,3,1,101,0.09239580458183826,3.4752475247524752,2469088
307,2022-11-10,509,unite,27467,2575,1,11,31,33,18,5,1,100,0.09374886227108895,3.75,2888724
308,2022-11-11,510,medal,25993,2438,0,5,25,38,23,8,1,100,0.09379448313007348,4.07,7747036
309,2022-11-12,511,valet,24660,2356,0,4,22,38,25,9,1,99,0.09553933495539335,4.161616161616162,2052690
310,2022-11-13,512,inane,25085,2515,0,8,25,30,21,13,3,100,0.10025911899541559,4.15,319343
311,2022-11-14,513,maple,26536,2467,1,6,26,36,21,8,1,99,0.09296804341272234,3.98989898989899,9704551
312,2022-11-15,514,snarl,27475,2650,0,5,21,31,24,15,4,100,0.09645131938125569,4.35,184639
313,2022-11-16,515,baker,25576,2541,0,5,16,23,24,22,10,100,0.09935095401939319,4.72,14862470
314,2022-11-17,516,there,27465,2530,0,14,35,33,14,4,0,100,0.09211724012379392,3.59,701170205
315,2022-11-18,517,glyph,29208,2899,0,2,23,49,20,5,1,100,0.09925362914270063,4.06,632257
316,2022-11-19,518,avert,24749,2400,0,7,26,35,22,9,1,100,0.09697361509555942,4.03,767435
317,2022-11-20,519,brave,24991,2396,1,6,17,27,27,18,5,101,0.09587451482533713,4.455445544554456,5221356
318,2022-11-21,520,axiom,24288,2382,0,5,19,33,27,13,3,100,0.09807312252964427,4.33,1495473
319,2022-11-22,521,prime,27437,2534,1,10,26,32,21,9,1,100,0.09235703611910923,3.93,38308402
320,2022-11-23,522,drive,26663,2451,1,12,32,30,18,6,1,100,0.09192513970670967,3.74,107799371
321,2022-11-24,523,feast,27705,2725,5,13,25,27,19,10,2,101,0.09835769716657643,3.792079207920792,4166016
322,2022-11-25,524,itchy,24197,2329,0,8,28,40,18,5,1,100,0.09625160143819482,3.87,1181967
323,2022-11-26,525,clean,26381,2424,1,17,36,31,12,3,0,100,0.09188431067813957,3.45,45381752
324,2022-11-27,526,happy,25206,2356,0,6,28,39,19,6,1,99,0.09346980877568833,3.9393939393939394,63471922
325,2022-11-28,527,tepid,26051,2484,0,10,38,35,13,3,0,99,0.09535142604890408,3.606060606060606,220695
326,2022-11-29,528,undue,23739,2316,0,3,19,35,29,13,2,101,0.0975609756097561,4.356435643564357,1377567
327,2022-11-30,529,study,2569,2405,0,6,30,33,19,10,2,100,0.9361619307123394,4.03,152978354
328,2022-12-01,530,eject,22628,2200,0,2,11,35,36,14,2,100,0.0972246773908432,4.55,935010
329,2022-12-02,531,chafe,24646,2343,0,6,30,33,19,9,2,99,0.09506613649273715,4.01010101010101,118832
330,2022-12-03,532,torso,23873,2260,0,4,35,36,17,6,1,99,0.09466761613538306,3.888888888888889,1769562
331,2022-12-04,533,adore,25577,2398,2,17,32,29,15,5,1,101,0.09375610900418345,3.5643564356435644,1176240
332,2022-12-05,534,woken,23153,2200,0,2,10,25,36,23,4,100,0.09502008379043753,4.8,364304
333,2022-12-06,535,amber,23509,2261,0,6,22,33,24,12,3,100,0.09617593262154919,4.23,11065507
334,2022-12-07,536,joust,24899,2388,0,6,29,34,21,8,2,100,0.09590746616329973,4.02,160309
335,2022-12-08,537,infer,21199,1863,0,3,19,33,26,14,3,98,0.08788150384452097,4.387755102040816,1104540
336,2022-12-09,538,braid,23640,2165,0,10,36,35,14,3,0,98,0.09158206429780034,3.63265306122449,981945
337,2022-12-10,539,knock,21157,2041,0,3,18,43,27,8,1,100,0.09646925367490665,4.22,5196013
338,2022-12-11,540,naïve,21947,2075,1,7,24,32,24,11,1,100,0.0945459516106985,4.08,1848489
339,2022-12-12,541,apply,22873,2150,0,5,28,38,22,7,1,101,0.09399728938049229,4.00990099009901,76341478
340,2022-12-13,542,spoke,24101,2224,0,6,31,38,19,5,0,99,0.09227832870005394,3.8585858585858586,11577917
341,2022-12-14,543,usual,20824,2048,0,3,20,39,27,10,1,100,0.09834805993084902,4.24,17044981
342,2022-12-15,544,rival,22176,2127,0,7,27,35,22,8,1,100,0.09591450216450216,4.0,4298220
343,2022-12-16,545,probe,22853,2160,0,6,24,32,24,11,3,100,0.09451713123003544,4.19,9643801
344,2022-12-17,546,chord,22336,2088,0,7,39,38,13,3,0,100,0.09348137535816618,3.66,3123447
345,2022-12-18,547,taper,22166,2108,0,8,28,30,20,11,3,100,0.09510060452945954,4.07,1294069
346,2022-12-19,548,slate,26010,2422,6,14,33,27,13,5,1,99,0.09311803152633602,3.4646464646464645,3813904
347,2022-12-20,549,third,24137,2261,1,10,47,32,9,2,0,101,0.09367361312507769,3.4356435643564356,95489240
348,2022-12-21,550,lunar,22180,2036,0,5,32,40,17,4,0,98,0.09179440937781785,3.826530612244898,3611744
349,2022-12-22,551,excel,20490,2034,0,1,13,34,34,15,2,99,0.0992679355783309,4.555555555555555,14133468
350,2022-12-23,552,aorta,21937,2112,0,7,26,35,20,10,3,101,0.09627569859142089,4.089108910891089,641057
351,2022-12-24,553,poise,20281,1911,2,11,34,32,15,6,1,101,0.09422612297224003,3.6831683168316833,339263
352,2022-12-25,554,extra,15554,1562,1,5,20,35,28,10,1,100,0.10042432814710042,4.18,59377307
353,2022-12-26,555,judge,20011,2043,0,2,8,16,26,33,14,99,0.10209384838338914,5.232323232323233,30905832
354,2022-12-27,556,condo,20879,2012,0,2,17,35,29,14,3,100,0.09636476842760669,4.45,6444848
355,2022-12-28,557,impel,20160,1937,0,3,21,40,25,9,1,99,0.09608134920634921,4.191919191919192,86447
356,2022-12-29,558,havoc,20001,1919,0,2,16,38,30,12,2,100,0.09594520273986301,4.4,1692191
357,2022-12-30,559,molar,21204,1973,0,4,21,38,26,9,1,99,0.09304848141860027,4.181818181818182,650262
358,2022-12-31,560,manly,20380,1899,0,2,17,37,29,12,2,99,0.09317958783120707,4.383838383838384,1260481
